$Temperature file for segment 85
To the right of the sum of temperatures are individual temperatures starting with QWD then QSTR
JDAY,T(C),
   231.527,   15.55,
   231.548,   15.81,
   231.569,   16.09,
   231.590,   16.37,
   231.611,   16.63,
   231.632,   16.87,
   231.653,   17.08,
   231.674,   17.27,
   231.695,   17.42,
   231.716,   17.57,
   231.737,   17.66,
   231.758,   17.71,
   231.779,   17.72,
   231.800,   17.70,
   231.821,   17.63,
   231.842,   17.53,
   231.863,   17.41,
   231.884,   17.28,
   231.905,   17.15,
   231.926,   17.00,
   231.947,   16.82,
   231.968,   16.65,
   231.989,   16.48,
   232.010,   16.31,
   232.031,   16.13,
   232.052,   15.94,
   232.073,   15.74,
   232.094,   15.53,
   232.115,   15.33,
   232.136,   15.14,
   232.157,   14.95,
   232.178,   14.78,
   232.199,   14.63,
   232.220,   14.48,
   232.241,   14.35,
   232.262,   14.22,
   232.283,   14.11,
   232.304,   14.02,
   232.325,   13.94,
   232.346,   13.87,
   232.367,   13.78,
   232.388,   13.70,
   232.409,   13.71,
   232.430,   13.79,
   232.451,   13.96,
   232.472,   14.16,
   232.493,   14.38,
   232.514,   14.62,
   232.535,   14.87,
   232.556,   15.12,
   232.577,   15.38,
   232.598,   15.64,
   232.619,   15.91,
   232.640,   16.16,
   232.661,   16.37,
   232.682,   16.52,
   232.703,   16.51,
   232.724,   16.48,
   232.745,   16.43,
   232.766,   16.39,
   232.787,   16.32,
   232.808,   16.24,
   232.829,   16.15,
   232.850,   16.04,
   232.871,   15.91,
   232.892,   15.77,
   232.913,   15.60,
   232.934,   15.41,
   232.955,   15.22,
   232.976,   15.04,
   232.997,   14.88,
   233.018,   14.72,
   233.039,   14.59,
   233.060,   14.48,
   233.081,   14.38,
   233.102,   14.29,
   233.123,   14.20,
   233.144,   14.11,
   233.165,   14.02,
   233.186,   13.95,
   233.207,   13.88,
   233.228,   13.81,
   233.249,   13.75,
   233.270,   13.70,
   233.291,   13.68,
   233.312,   13.76,
   233.333,   13.88,
   233.354,   13.96,
   233.375,   13.99,
   233.396,   14.04,
   233.417,   14.09,
   233.438,   14.20,
   233.459,   14.33,
   233.480,   14.48,
   233.501,   14.64,
   233.522,   14.83,
   233.543,   15.04,
   233.564,   15.30,
   233.585,   15.57,
   233.606,   15.83,
   233.627,   16.08,
   233.648,   16.29,
   233.669,   16.49,
   233.690,   16.65,
   233.711,   16.81,
   233.732,   16.92,
   233.753,   17.02,
   233.774,   17.05,
   233.795,   17.05,
   233.816,   16.99,
   233.837,   16.92,
   233.858,   16.82,
   233.879,   16.71,
   233.900,   16.61,
   233.921,   16.50,
   233.942,   16.38,
   233.963,   16.25,
   233.984,   16.12,
   234.005,   15.99,
   234.026,   15.84,
   234.047,   15.69,
   234.068,   15.53,
   234.089,   15.36,
   234.110,   15.19,
   234.131,   15.01,
   234.152,   14.85,
   234.173,   14.68,
   234.194,   14.51,
   234.215,   14.33,
   234.236,   14.15,
   234.257,   13.96,
   234.278,   13.79,
   234.299,   13.65,
   234.320,   13.54,
   234.341,   13.44,
   234.362,   13.34,
   234.383,   13.23,
   234.404,   13.16,
   234.425,   13.12,
   234.446,   13.11,
   234.467,   13.14,
   234.488,   13.26,
   234.509,   13.45,
   234.530,   13.71,
   234.551,   14.00,
   234.572,   14.29,
   234.593,   14.58,
   234.614,   14.88,
   234.635,   15.17,
   234.656,   15.42,
   234.677,   15.66,
   234.698,   15.87,
   234.719,   16.05,
   234.740,   16.20,
   234.761,   16.33,
   234.782,   16.43,
   234.803,   16.50,
   234.824,   16.52,
   234.845,   16.52,
   234.866,   16.49,
   234.887,   16.43,
   234.908,   16.35,
   234.929,   16.26,
   234.950,   16.13,
   234.971,   15.97,
   234.992,   15.79,
   235.013,   15.61,
   235.034,   15.39,
   235.055,   15.16,
   235.076,   14.93,
   235.097,   14.69,
   235.118,   14.44,
   235.139,   14.23,
   235.160,   14.05,
   235.181,   13.89,
   235.202,   13.74,
   235.223,   13.60,
   235.244,   13.46,
   235.265,   13.33,
   235.286,   13.20,
   235.307,   13.09,
   235.328,   13.00,
   235.349,   12.99,
   235.370,   12.98,
   235.391,   13.01,
   235.412,   13.10,
   235.433,   13.25,
   235.454,   13.43,
   235.475,   13.66,
   235.496,   13.93,
   235.517,   14.22,
   235.538,   14.53,
   235.559,   14.86,
   235.580,   15.19,
   235.601,   15.51,
   235.622,   15.82,
   235.643,   16.11,
   235.664,   16.37,
   235.685,   16.59,
   235.706,   16.78,
   235.727,   16.90,
   235.748,   17.00,
   235.769,   17.02,
   235.790,   17.01,
   235.811,   16.93,
   235.832,   16.81,
   235.853,   16.65,
   235.874,   16.45,
   235.895,   16.23,
   235.916,   16.00,
   235.937,   15.76,
   235.958,   15.51,
   235.979,   15.25,
   236.000,   14.98,
   236.021,   14.71,
   236.042,   14.44,
   236.063,   14.19,
   236.084,   13.96,
   236.105,   13.74,
   236.126,   13.54,
   236.147,   13.36,
   236.168,   13.19,
   236.189,   13.05,
   236.210,   12.93,
   236.231,   12.82,
   236.252,   12.73,
   236.273,   12.64,
   236.294,   12.57,
   236.315,   12.51,
   236.336,   12.48,
   236.357,   12.48,
   236.378,   12.50,
   236.399,   12.59,
   236.420,   12.70,
   236.441,   12.81,
   236.462,   12.94,
   236.483,   13.18,
   236.504,   13.45,
   236.525,   13.78,
   236.546,   14.13,
   236.567,   14.48,
   236.588,   14.84,
   236.609,   15.18,
   236.630,   15.51,
   236.651,   15.80,
   236.672,   16.06,
   236.693,   16.28,
   236.714,   16.48,
   236.735,   16.64,
   236.756,   16.77,
   236.777,   16.85,
   236.798,   16.87,
   236.819,   16.83,
   236.840,   16.73,
   236.861,   16.58,
   236.882,   16.39,
   236.903,   16.20,
   236.924,   16.00,
   236.945,   15.77,
   236.966,   15.52,
   236.987,   15.26,
   237.008,   14.98,
   237.029,   14.71,
   237.050,   14.44,
   237.071,   14.21,
   237.092,   13.99,
   237.113,   13.79,
   237.134,   13.60,
   237.155,   13.43,
   237.176,   13.27,
   237.197,   13.11,
   237.218,   12.96,
   237.239,   12.82,
   237.260,   12.69,
   237.281,   12.58,
   237.302,   12.49,
   237.323,   12.43,
   237.344,   12.42,
   237.365,   12.46,
   237.386,   12.52,
   237.407,   12.64,
   237.428,   12.80,
   237.449,   13.01,
   237.470,   13.24,
   237.491,   13.50,
   237.512,   13.79,
   237.533,   14.10,
   237.554,   14.42,
   237.575,   14.76,
   237.596,   15.09,
   237.617,   15.41,
   237.638,   15.71,
   237.659,   15.98,
   237.680,   16.23,
   237.701,   16.43,
   237.722,   16.60,
   237.743,   16.74,
   237.764,   16.82,
   237.785,   16.84,
   237.806,   16.81,
   237.827,   16.73,
   237.848,   16.60,
   237.869,   16.44,
   237.890,   16.26,
   237.911,   16.08,
   237.932,   15.88,
   237.953,   15.67,
   237.974,   15.46,
   237.995,   15.26,
   238.016,   15.06,
   238.037,   14.88,
   238.058,   14.68,
   238.079,   14.48,
   238.100,   14.28,
   238.121,   14.09,
   238.142,   13.91,
   238.163,   13.74,
   238.184,   13.59,
   238.205,   13.46,
   238.226,   13.35,
   238.247,   13.23,
   238.268,   13.13,
   238.289,   13.03,
   238.310,   12.97,
   238.331,   12.93,
   238.352,   12.97,
   238.373,   13.02,
   238.394,   13.11,
   238.415,   13.24,
   238.436,   13.43,
   238.457,   13.67,
   238.478,   13.95,
   238.499,   14.24,
   238.520,   14.56,
   238.541,   14.90,
   238.562,   15.26,
   238.583,   15.61,
   238.604,   15.95,
   238.625,   16.27,
   238.646,   16.56,
   238.667,   16.83,
   238.688,   17.06,
   238.709,   17.27,
   238.730,   17.42,
   238.751,   17.56,
   238.772,   17.62,
   238.793,   17.65,
   238.814,   17.62,
   238.835,   17.51,
   238.856,   17.35,
   238.877,   17.19,
   238.898,   17.01,
   238.919,   16.82,
   238.940,   16.61,
   238.961,   16.39,
   238.982,   16.16,
   239.003,   15.92,
   239.024,   15.70,
   239.045,   15.47,
   239.066,   15.26,
   239.087,   15.04,
   239.108,   14.83,
   239.129,   14.63,
   239.150,   14.45,
   239.171,   14.28,
   239.192,   14.14,
   239.213,   14.01,
   239.234,   13.90,
   239.255,   13.80,
   239.276,   13.72,
   239.297,   13.64,
   239.318,   13.60,
   239.339,   13.59,
   239.360,   13.63,
   239.381,   13.68,
   239.402,   13.79,
   239.423,   13.94,
   239.444,   14.16,
   239.465,   14.40,
   239.486,   14.68,
   239.507,   14.98,
   239.528,   15.30,
   239.549,   15.62,
   239.570,   15.95,
   239.591,   16.27,
   239.612,   16.57,
   239.633,   16.86,
   239.654,   17.13,
   239.675,   17.38,
   239.696,   17.58,
   239.717,   17.76,
   239.738,   17.89,
   239.759,   17.98,
   239.780,   17.99,
   239.801,   17.96,
   239.822,   17.85,
   239.843,   17.70,
   239.864,   17.54,
   239.885,   17.37,
   239.906,   17.19,
   239.927,   16.98,
   239.948,   16.76,
   239.969,   16.53,
   239.990,   16.29,
   240.011,   16.05,
   240.032,   15.81,
   240.053,   15.58,
   240.074,   15.35,
   240.095,   15.14,
   240.116,   14.94,
   240.137,   14.77,
   240.158,   14.63,
   240.179,   14.49,
   240.200,   14.35,
   240.221,   14.21,
   240.242,   14.08,
   240.263,   13.97,
   240.284,   13.90,
   240.305,   13.84,
   240.326,   13.79,
   240.347,   13.81,
   240.368,   13.86,
   240.389,   13.94,
   240.410,   14.07,
   240.431,   14.26,
   240.452,   14.51,
   240.473,   14.79,
   240.494,   15.09,
   240.515,   15.42,
   240.536,   15.75,
   240.557,   16.09,
   240.578,   16.44,
   240.599,   16.77,
   240.620,   17.07,
   240.641,   17.35,
   240.662,   17.61,
   240.683,   17.83,
   240.704,   18.02,
   240.725,   18.16,
   240.746,   18.26,
   240.767,   18.29,
   240.788,   18.30,
   240.809,   18.21,
   240.830,   18.07,
   240.851,   17.88,
   240.872,   17.67,
   240.893,   17.44,
   240.914,   17.20,
   240.935,   16.94,
   240.956,   16.65,
   240.977,   16.36,
   240.998,   16.07,
   241.019,   15.78,
   241.040,   15.51,
   241.061,   15.24,
   241.082,   14.98,
   241.103,   14.73,
   241.124,   14.49,
   241.145,   14.27,
   241.166,   14.07,
   241.187,   13.89,
   241.208,   13.73,
   241.229,   13.60,
   241.250,   13.48,
   241.271,   13.37,
   241.292,   13.28,
   241.313,   13.21,
   241.334,   13.16,
   241.355,   13.13,
   241.376,   13.11,
   241.397,   13.15,
   241.418,   13.24,
   241.439,   13.40,
   241.460,   13.59,
   241.481,   13.84,
   241.502,   14.10,
   241.523,   14.35,
   241.544,   14.58,
   241.565,   14.76,
   241.586,   14.93,
   241.607,   15.08,
   241.628,   15.21,
   241.649,   15.32,
   241.670,   15.43,
   241.691,   15.45,
   241.712,   15.47,
   241.733,   15.47,
   241.754,   15.45,
   241.775,   15.40,
   241.796,   15.31,
   241.817,   15.18,
   241.838,   15.04,
   241.859,   14.87,
   241.880,   14.69,
   241.901,   14.51,
   241.922,   14.34,
   241.943,   14.18,
   241.964,   14.03,
   241.985,   13.91,
   242.006,   13.80,
   242.027,   13.71,
   242.048,   13.60,
   242.069,   13.49,
   242.090,   13.39,
   242.111,   13.28,
   242.132,   13.19,
   242.153,   13.10,
   242.174,   13.01,
   242.195,   12.94,
   242.216,   12.87,
   242.237,   12.81,
   242.258,   12.76,
   242.279,   12.70,
   242.300,   12.64,
   242.321,   12.60,
   242.342,   12.60,
   242.363,   12.63,
   242.384,   12.67,
   242.405,   12.76,
   242.426,   12.89,
   242.447,   13.11,
   242.468,   13.34,
   242.489,   13.54,
   242.510,   13.74,
   242.531,   13.94,
   242.552,   14.09,
   242.573,   14.21,
   242.594,   14.38,
   242.615,   14.61,
   242.636,   14.84,
   242.657,   15.03,
   242.678,   15.21,
   242.699,   15.36,
   242.720,   15.46,
   242.741,   15.48,
   242.762,   15.46,
   242.783,   15.40,
   242.804,   15.30,
   242.825,   15.16,
   242.846,   14.99,
   242.867,   14.81,
   242.888,   14.62,
   242.909,   14.45,
   242.930,   14.28,
   242.951,   14.12,
   242.972,   13.94,
   242.993,   13.76,
   243.014,   13.55,
   243.035,   13.31,
   243.056,   13.09,
   243.077,   12.87,
   243.098,   12.65,
   243.119,   12.45,
   243.140,   12.28,
   243.161,   12.14,
   243.182,   12.00,
   243.203,   11.88,
   243.224,   11.76,
   243.245,   11.63,
   243.266,   11.50,
   243.287,   11.39,
   243.308,   11.30,
   243.329,   11.23,
   243.350,   11.23,
   243.371,   11.25,
   243.392,   11.31,
   243.413,   11.40,
   243.434,   11.56,
   243.455,   11.78,
   243.476,   12.03,
   243.497,   12.31,
   243.518,   12.61,
   243.539,   12.92,
   243.560,   13.23,
   243.581,   13.55,
   243.602,   13.86,
   243.623,   14.18,
   243.644,   14.47,
   243.665,   14.74,
   243.686,   14.98,
   243.707,   15.21,
   243.728,   15.38,
   243.749,   15.53,
   243.770,   15.59,
   243.791,   15.61,
   243.812,   15.57,
   243.833,   15.50,
   243.854,   15.38,
   243.875,   15.24,
   243.896,   15.10,
   243.917,   14.95,
   243.938,   14.78,
   243.959,   14.61,
   243.980,   14.44,
   244.001,   14.26,
   244.022,   14.07,
   244.043,   13.86,
   244.064,   13.64,
   244.085,   13.42,
   244.106,   13.20,
   244.127,   13.00,
   244.148,   12.81,
   244.169,   12.65,
   244.190,   12.49,
   244.211,   12.35,
   244.232,   12.22,
   244.253,   12.09,
   244.274,   11.97,
   244.295,   11.87,
   244.316,   11.80,
   244.337,   11.76,
   244.358,   11.78,
   244.379,   11.81,
   244.400,   11.92,
   244.421,   12.07,
   244.442,   12.31,
   244.463,   12.59,
   244.484,   12.92,
   244.505,   13.27,
   244.526,   13.65,
   244.547,   14.04,
   244.568,   14.43,
   244.589,   14.81,
   244.610,   15.18,
   244.631,   15.54,
   244.652,   15.85,
   244.673,   16.15,
   244.694,   16.40,
   244.715,   16.61,
   244.736,   16.77,
   244.757,   16.88,
   244.778,   16.90,
   244.799,   16.89,
   244.820,   16.81,
   244.841,   16.68,
   244.862,   16.51,
   244.883,   16.33,
   244.904,   16.13,
   244.925,   15.91,
   244.946,   15.67,
   244.967,   15.43,
   244.988,   15.18,
   245.009,   14.93,
   245.030,   14.69,
   245.051,   14.46,
   245.072,   14.22,
   245.093,   13.99,
   245.114,   13.77,
   245.135,   13.57,
   245.156,   13.39,
   245.177,   13.22,
   245.198,   13.08,
   245.219,   12.95,
   245.240,   12.82,
   245.261,   12.71,
   245.282,   12.60,
   245.303,   12.53,
   245.324,   12.48,
   245.345,   12.49,
   245.366,   12.55,
   245.387,   12.63,
   245.408,   12.76,
   245.429,   12.95,
   245.450,   13.19,
   245.471,   13.46,
   245.492,   13.77,
   245.513,   14.11,
   245.534,   14.46,
   245.555,   14.82,
   245.576,   15.19,
   245.597,   15.55,
   245.618,   15.88,
   245.639,   16.18,
   245.660,   16.44,
   245.681,   16.67,
   245.702,   16.86,
   245.723,   16.99,
   245.744,   17.08,
   245.765,   17.12,
   245.786,   17.11,
   245.807,   17.05,
   245.828,   16.93,
   245.849,   16.76,
   245.870,   16.57,
   245.891,   16.35,
   245.912,   16.12,
   245.933,   15.87,
   245.954,   15.61,
   245.975,   15.35,
   245.996,   15.09,
   246.017,   14.83,
   246.038,   14.59,
   246.059,   14.36,
   246.080,   14.14,
   246.101,   13.93,
   246.122,   13.74,
   246.143,   13.56,
   246.164,   13.41,
   246.185,   13.27,
   246.206,   13.14,
   246.227,   13.03,
   246.248,   12.93,
   246.269,   12.84,
   246.290,   12.76,
   246.311,   12.71,
   246.332,   12.67,
   246.353,   12.71,
   246.374,   12.76,
   246.395,   12.86,
   246.416,   13.00,
   246.437,   13.19,
   246.458,   13.42,
   246.479,   13.68,
   246.500,   13.97,
   246.521,   14.28,
   246.542,   14.60,
   246.563,   14.93,
   246.584,   15.25,
   246.605,   15.57,
   246.626,   15.88,
   246.647,   16.17,
   246.668,   16.43,
   246.689,   16.64,
   246.710,   16.81,
   246.731,   16.91,
   246.752,   16.97,
   246.773,   16.96,
   246.794,   16.91,
   246.815,   16.81,
   246.836,   16.69,
   246.857,   16.56,
   246.878,   16.40,
   246.899,   16.22,
   246.920,   16.02,
   246.941,   15.79,
   246.962,   15.55,
   246.983,   15.30,
   247.004,   15.04,
   247.025,   14.80,
   247.046,   14.56,
   247.067,   14.34,
   247.088,   14.13,
   247.109,   13.95,
   247.130,   13.78,
   247.151,   13.64,
   247.172,   13.50,
   247.193,   13.38,
   247.214,   13.27,
   247.235,   13.17,
   247.256,   13.08,
   247.277,   13.00,
   247.298,   12.93,
   247.319,   12.89,
   247.340,   12.88,
   247.361,   12.92,
   247.382,   12.96,
   247.403,   13.05,
   247.424,   13.18,
   247.445,   13.36,
   247.466,   13.57,
   247.487,   13.82,
   247.508,   14.08,
   247.529,   14.38,
   247.550,   14.69,
   247.571,   15.01,
   247.592,   15.32,
   247.613,   15.63,
   247.634,   15.91,
   247.655,   16.16,
   247.676,   16.39,
   247.697,   16.57,
   247.718,   16.70,
   247.739,   16.79,
   247.760,   16.83,
   247.781,   16.84,
   247.802,   16.80,
   247.823,   16.72,
   247.844,   16.60,
   247.865,   16.46,
